file_name,Hypoxic_Mean_DO1,Hypoxic_Mean_DO,Event_Count,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_natural_2km,p_urban_2km,p_other_2km,p_crop_2km,p_wetland_2km,human_share,human_impacted,landuse_group
2580,2.69,0.31,4,48.258915,134.6728087,4,Wetland,5,Other,0,0,1,0,0,0,FALSE,Mixed
2583,2.637037037,0.362962963,27,46.003555,126.646118,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2584,2.882407407,0.117592593,54,53.480873,122.3556112,3,Urban,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2586,2.130363636,0.869636364,286,31.392691,121.522058,5,Other,5,Other,0,0.333333333,0.666666667,0,0,0.333333333,TRUE,Mixed
2587,2.232891546,0.767108454,97,30.924535,121.571838,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2588,2.55,0.45,1,31.032082,120.872697,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2589,2.521276018,0.478723982,221,31.241434,121.476553,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2590,0.18184,2.81816,6,25.045806,102.710002,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2591,1.812321827,1.187678173,646,24.946646,102.706839,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
2592,0.9868,2.0132,1,27.17941,99.151708,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2593,2.789776154,0.210223846,13,24.195343,103.108814,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2595,2.863425,0.136575,4,26.341758,103.264753,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2596,2.218718889,0.781281111,27,27.188602,100.904089,1,Natural vegetation,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2601,2.202878571,0.797121429,28,26.861431,100.220307,3,Urban,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
2604,1.98071,1.01929,15,25.568941,100.178267,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2605,2.389852459,0.610147541,61,24.200715,102.4234,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2607,2.056666182,0.943333818,550,24.824166,102.7676,3,Urban,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2608,1.988313953,1.011686047,215,25.59304,100.221316,3,Urban,1,Natural vegetation,0.5,0.25,0.25,0,0,0.25,FALSE,Natural-dominated
2609,2.24335,0.75665,8,27.795905,99.813832,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2613,2.139663265,0.860336735,294,24.924339,102.725061,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2614,2.512728947,0.487271053,38,25.220989,102.505553,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2616,0.00177,2.99823,1,23.262287,99.676621,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2617,1.477229316,1.522770684,307,25.337579,103.233232,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2618,2.7528,0.2472,9,28.598761,103.971257,3,Urban,1,Natural vegetation,0.5,0,0.25,0,0.25,0,FALSE,Natural-dominated
2624,2.13475,0.86525,16,26.743353,103.505731,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2626,1.944176471,1.055823529,85,24.992944,102.654327,3,Urban,3,Urban,0,0.5,0,0,0.5,0.5,TRUE,Urban-dominated
2630,2.8925,0.1075,2,24.111735,102.75097,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2632,2.209092972,0.790907028,212,24.155922,102.446686,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2634,1.840388906,1.159611094,649,26.943372,100.620865,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2636,2.628666667,0.371333333,3,25.717534,100.238235,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2642,2.6854075,0.3145925,40,25.041489,102.748474,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2643,2.721,0.279,1,25.211904,102.47833,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2645,2.525013043,0.474986957,23,24.448543,103.436917,2,Cropland,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2646,2.482806452,0.517193548,31,26.890883,100.219753,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2647,0.18293,2.81707,1,24.85047,101.999503,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2648,1.044886667,1.955113333,225,25.019045,102.682976,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2649,2.150832667,0.849167333,15,24.666808,98.233033,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2650,2.5718,0.4282,1,25.771733,103.920583,5,Other,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2651,2.166266667,0.833733333,15,26.588653,100.188942,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2652,2.496408878,0.503591122,98,23.255495,104.487444,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2653,2.461677358,0.538322642,53,23.018383,103.344087,3,Urban,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2655,2.513473029,0.486526971,175,25.029147,102.678433,3,Urban,3,Urban,0,0.75,0,0,0.25,0.75,TRUE,Urban-dominated
2658,2.454157143,0.545842857,210,23.900462,106.15664,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2660,2.304662667,0.695337333,15,27.559972,99.035696,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2661,2.657636364,0.342363636,55,24.876459,102.477035,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2665,2.69123875,0.30876125,8,24.396192,98.518682,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2669,2.534107317,0.465892683,41,25.090788,103.134416,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2670,2.506166667,0.493833333,6,26.93877,100.061806,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2673,2.46252,0.53748,3,40.819102,111.664859,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2681,2.371032258,0.628967742,62,39.673915,116.526519,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2685,2.242033333,0.757966667,30,39.834406,116.425261,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2687,2.069296607,0.930703393,112,39.735711,116.903395,2,Cropland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2688,2.98,0.02,1,39.899404,116.44061,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2689,2.9,0.1,1,40.309662,116.592811,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2690,1.773842105,1.226157895,38,39.907408,116.618333,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2691,2.062211268,0.937788732,71,39.7572,116.03895,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2692,2.248668293,0.751331707,205,40.026901,116.349049,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2693,2.612928571,0.387071429,14,39.941767,116.32528,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2694,1.860842784,1.139157216,388,40.412399,116.305631,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2695,1.439980564,1.560019436,319,39.654948,116.574886,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2696,2.391094118,0.608905882,85,39.977668,116.365688,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2697,2.727,0.273,1,40.430962,115.959848,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2698,1.93969,1.06031,6,40.094418,116.298616,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2699,2.386545455,0.613454545,11,39.956847,116.39537,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2701,2.9225,0.0775,2,41.722564,125.941497,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2702,2.084666667,0.915333333,12,44.682265,123.168748,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2704,2.046066667,0.953933333,15,44.598827,125.944944,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2705,2.358492063,0.641507937,126,44.758751,125.680294,2,Cropland,2,Cropland,0,0,0,0.75,0.25,0.75,TRUE,Ag-dominated
2707,1.818846154,1.181153846,52,43.252547,124.374963,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2709,0.6146,2.3854,2,43.667467,126.657307,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2713,0.611,2.389,3,43.804344,125.902096,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2714,2.184366667,0.815633333,3,44.42767,126.363826,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2716,2.640576923,0.359423077,26,45.704479,124.033104,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2717,2.9161,0.0839,2,43.342228,125.288981,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2722,2.180526316,0.819473684,19,44.835289,126.530466,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2723,2.540797101,0.459202899,69,41.470043,126.137606,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2724,2.61,0.39,3,41.997573,127.333863,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2726,1.6565,1.3435,4,43.829095,126.56626,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2727,2.132629482,0.867370518,251,43.896536,125.32599,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2728,2.477,0.523,3,44.348903,126.741232,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2734,2.673333333,0.326666667,3,43.651058,125.886685,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2736,0.92035,2.07965,1,30.913256,104.394305,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2738,2.73,0.27,1,31.938295,106.016657,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2741,2.876495,0.123505,2,29.106833,105.649307,2,Cropland,2,Cropland,0.25,0,0,0.75,0,0.75,TRUE,Ag-dominated
2742,2.490535,0.509465,2,32.386776,105.739457,1,Natural vegetation,2,Cropland,0.25,0.25,0,0.5,0,0.75,TRUE,Ag-dominated
2743,2.85,0.15,1,28.46181,105.617896,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2744,2.179641059,0.820358941,85,31.09342,102.864996,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2745,2.551367347,0.448632653,49,30.057141,101.077814,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2747,2.842,0.158,2,30.499615,104.035727,3,Urban,3,Urban,0.25,0.75,0,0,0,0.75,TRUE,Urban-dominated
2750,2.401191176,0.598808824,68,31.141915,102.423009,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2753,1.815467391,1.184532609,23,30.899389,103.960365,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2756,2.016288875,0.983711125,80,27.965618,102.131198,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2757,2.225423729,0.774576271,59,30.45568,104.003892,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2760,0.331,2.669,1,30.651651,104.075931,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2761,1.919256667,1.080743333,6,31.31484,104.400543,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2766,2.24521,0.75479,1,30.381788,103.869644,2,Cropland,2,Cropland,0.25,0.25,0,0.5,0,0.75,TRUE,Ag-dominated
2768,1.506212963,1.493787037,27,27.888273,102.251128,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2770,2.538333333,0.461666667,6,31.376229,104.896536,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2772,0.6426,2.3574,5,31.676821,107.62806,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2780,2.1125,0.8875,4,29.504172,103.74717,1,Natural vegetation,1,Natural vegetation,0.5,0.25,0,0.25,0,0.5,TRUE,Natural-dominated
2783,0.175,2.825,4,31.286621,105.271433,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2786,1.321483333,1.678516667,6,28.887274,105.401685,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2789,2.75349,0.24651,2,28.898659,104.95491,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2791,2.538905802,0.461094198,131,31.028382,106.619841,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2793,2.79,0.21,2,29.891922,104.636796,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2794,2.85,0.15,1,31.040764,106.862146,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
2795,0.47,2.53,1,31.065617,105.190887,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2799,2.546023889,0.453976111,18,31.535904,104.372125,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2801,2.600666667,0.399333333,18,29.401596,103.827306,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2803,2.640769231,0.359230769,26,32.389563,105.781436,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
2805,2.70216,0.29784,11,32.189997,105.415702,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2806,2.386380952,0.613619048,21,31.018642,104.859137,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2807,1.817357143,1.182642857,14,30.558761,105.511944,2,Cropland,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2808,2.547620087,0.452379913,229,30.321626,105.340003,1,Natural vegetation,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2817,0.67,2.33,1,26.5972815,101.5065686,5,Other,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2819,2.162707108,0.837292892,83,40.030984,117.613633,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2820,1.955388889,1.044611111,18,40.040942,117.498843,5,Other,5,Other,0,0.25,0.5,0,0.25,0.25,FALSE,Mixed
2821,1.574034871,1.425965129,464,39.150547,117.160843,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2822,2.475128205,0.524871795,39,38.763512,117.565847,4,Wetland,3,Urban,0,0.5,0.5,0,0,0.5,TRUE,Urban-dominated
2823,1.852900433,1.147099567,231,39.177685,117.178687,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2824,1.772916667,1.227083333,24,38.680679,117.083436,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2825,1.839511667,1.160488333,48,38.075104,114.295174,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2826,1.388796613,1.611203387,564,39.057732,117.656499,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2827,1.497237027,1.502762973,185,39.162712,117.172691,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2828,2.725751667,0.274248333,30,39.399788,117.364817,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2830,2.983,0.017,2,40.037261,117.444056,5,Other,3,Urban,0,0.75,0,0,0.25,0.75,TRUE,Urban-dominated
2831,2.110736842,0.889263158,95,38.575858,117.311264,4,Wetland,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2832,2.154501379,0.845498621,145,39.099467,117.236295,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2833,1.665774837,1.334225163,215,39.047531,117.345251,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2834,2.215148462,0.784851538,130,39.880008,117.401466,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2835,1.897669832,1.102330168,179,38.689473,117.107112,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2836,2.215540816,0.784459184,98,38.987431,117.719872,5,Other,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2837,2.09202454,0.90797546,163,39.084158,117.200983,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2838,2.196666667,0.803333333,3,40.135123,117.975537,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2840,2.4025,0.5975,4,38.813644,106.67004,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2843,2.59661875,0.40338125,8,35.834736,106.8165,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2844,0.43125,2.56875,1,37.481685,105.563539,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2845,2.161454286,0.838545714,7,38.44729,106.29814,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2850,2.271904452,0.728095548,292,31.502262,117.258837,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2851,2.423069366,0.576930634,284,30.758719,118.686325,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2852,2.336962745,0.663037255,102,31.577988,117.87603,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2853,2.13883871,0.86116129,62,31.95972,117.499594,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2855,2.300874043,0.699125957,94,33.51521,116.943445,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2856,2.37619,0.62381,10,30.20963,116.914531,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
2857,2.235994,0.764006,5,32.388833,116.429457,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2859,2.397858537,0.602141463,41,32.199777,118.417907,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2861,2.601522222,0.398477778,18,33.127823,117.879486,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2862,2.475050805,0.524949195,87,32.605506,116.764262,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2864,2.445630709,0.554369291,127,30.584347,117.078305,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2865,1.845163256,1.154836744,1041,33.262629,117.804218,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2866,2.03367698,0.96632302,500,33.85356,117.280926,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2867,1.980208537,1.019791463,164,33.138513,116.19039,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2868,2.02382,0.97618,2,31.016411,118.952277,2,Cropland,2,Cropland,0.25,0,0,0.5,0.25,0.5,TRUE,Ag-dominated
2869,2.461,0.539,50,31.410873,116.91384,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2870,2.193822836,0.806177164,67,30.128011,116.618304,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2872,2.295745411,0.704254589,207,31.76996,118.355088,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2873,2.093897576,0.906102424,165,31.861184,117.284922,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2875,2.98606,0.01394,1,31.095417,116.90207,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2876,2.237987952,0.762012048,166,30.024119,116.34803,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2877,2.516379286,0.483620714,14,32.373979,116.498832,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2878,2.106634416,0.893365584,308,32.704886,119.026529,3,Urban,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2880,0.2927,2.7073,1,31.549437,118.479184,3,Urban,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2882,2.803684211,0.196315789,19,33.4530255,117.8850083,1,Natural vegetation,2,Cropland,0,0.25,0,0.75,0,1,TRUE,Ag-dominated
2883,2.408709766,0.591290234,256,33.34421,116.426383,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2884,1.961062219,1.038937781,347,32.350232,116.273076,3,Urban,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2885,1.869228247,1.130771753,308,33.840665,115.791037,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2886,2.12442509,0.87557491,279,31.15702,117.439766,2,Cropland,1,Natural vegetation,0.5,0,0,0.5,0,0.5,TRUE,Ag-dominated
2888,2.498118182,0.501881818,11,31.484455,118.492964,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2889,2.007053846,0.992946154,234,31.714434,118.319357,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2890,1.2795,1.7205,2,32.271894,116.220503,2,Cropland,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
2891,2.585062133,0.414937867,75,32.775789,117.103527,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2893,2.5334,0.4666,5,31.98873,117.087304,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2894,2.11736,0.88264,11,29.961077,118.504612,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2895,1.951495275,1.048504725,910,31.683019,117.471625,2,Cropland,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2896,1.501677966,1.498322034,354,30.771958,117.410646,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2897,2.15001,0.84999,80,31.769141,117.754946,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2899,2.603594286,0.396405714,14,30.27099,116.669977,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2900,2.684032,0.315968,15,31.618256,117.2443,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2901,2.344716818,0.655283182,22,30.593188,114.273591,3,Urban,3,Urban,0,0.75,0.25,0,0,0.75,TRUE,Urban-dominated
2902,2.1504075,0.8495925,20,31.332876,117.096014,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2903,2.757325,0.242675,4,30.691628,118.98031,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
29033,0.050566667,2.949433333,343,54.38959,-1.655021,2,Cropland,2,Cropland,0,0.5,0,0.5,0,1,TRUE,Urban-dominated
2904,2.456581818,0.543418182,165,32.502665,116.521698,5,Other,2,Cropland,0,0,0.25,0.75,0,0.75,TRUE,Ag-dominated
29040,0,3,961,53.81909,-0.9290913,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
29041,0.286609458,2.713390542,1323,53.72318,-1.192203,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
29043,0.470761571,2.529238429,1168,53.14185,-0.7950109,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
29044,2.101895651,0.898104349,785,53.727,-1.381586,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2905,2.106204054,0.893795946,37,31.18298,118.794129,2,Cropland,1,Natural vegetation,0.75,0,0,0.25,0,0.25,FALSE,Natural-dominated
2906,2.835,0.165,1,30.991272,119.936981,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2907,2.19,0.81,3,29.690279,118.312937,3,Urban,1,Natural vegetation,0.5,0.5,0,0,0,0.5,TRUE,Urban-dominated
2908,2.266674464,0.733325536,56,30.459931,118.245551,1,Natural vegetation,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2909,2.155772973,0.844227027,37,33.637904,116.048247,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2910,2.004979509,0.995020491,529,32.288364,118.315567,3,Urban,3,Urban,0,0.75,0,0.25,0,1,TRUE,Urban-dominated
2911,1.809204792,1.190795208,722,33.540418,115.637255,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2912,1.549333333,1.450666667,3,31.08593,119.031442,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
2913,2.119935484,0.880064516,31,32.570486,116.5909,4,Wetland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2914,2.5944625,0.4055375,8,31.645018,117.858773,3,Urban,1,Natural vegetation,1,0,0,0,0,0,FALSE,Natural-dominated
2915,2.65879,0.34121,2,29.699942,118.293416,3,Urban,3,Urban,0,1,0,0,0,1,TRUE,Urban-dominated
2916,2.74565,0.25435,2,32.407674,116.887689,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2917,2.231798358,0.768201642,134,38.879326,116.001576,4,Wetland,4,Wetland,0,0,0.5,0,0.5,0,FALSE,Mixed
2918,2.62,0.38,11,30.4956203,117.0053119,5,Other,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2919,2.419303333,0.580696667,9,30.509513,117.000948,2,Cropland,2,Cropland,0,0.25,0.25,0.5,0,0.75,TRUE,Ag-dominated
2920,2.334826349,0.665173651,315,32.059642,116.807275,2,Cropland,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2921,2.5498652,0.4501348,25,32.641579,116.915776,5,Other,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2922,1.749073893,1.250926107,244,33.753156,116.979217,3,Urban,2,Cropland,0,0,0,1,0,1,TRUE,Ag-dominated
2924,2.004572381,0.995427619,84,29.763863,118.366667,1,Natural vegetation,1,Natural vegetation,0.75,0.25,0,0,0,0.25,FALSE,Natural-dominated
