file,longitude,latitude,total_days,days_with_DO_below_3,days_11am_DO_below_3,per
403051283310180_,139.4122,35.665,1514,40,4,90
403061283310030_,139.6664,35.5336,2377,1703,649,61.89078097
403071283310010_,139.3672,35.3319,1684,55,36,34.54545455
403081283324004_,138.4572,35.5392,1052,41,27,34.14634146
403081283324009_,138.5225,35.5764,1021,103,45,56.31067961
404021284402300_,139.1547,37.8533,3298,51,17,66.66666667
404021284415300_,139.8564,37.5586,3238,78,44,43.58974359
404031284401300_,139.0189,37.8817,4708,155,82,47.09677419
404031284403300_,138.8364,37.4506,3867,158,66,58.2278481
404031284416160_,137.9442,36.2647,872,55,30,45.45454545
404031284416300_,138.1125,36.5322,3466,156,108,30.76923077
404031284416310_,137.9436,36.2672,2115,17,2,88.23529412
404071284408030_,137.2828,36.7303,1049,4,0,100
404081284408040_,137.2181,36.7461,2647,32,6,81.25
404101284408300_,136.9819,36.7558,864,5,5,0
404121284412020_,136.4872,36.4061,1068,3,0,100
405011285508040_,138.8706,35.0983,2174,41,17,58.53658537
405061285512050_,137.4186,34.8106,1688,2,0,100
405071285512021_,137.1667,35.0022,3876,31,2,93.5483871
405071285512040_,137.0583,34.8894,733,1,0,100
405081285505021_,137.2947,35.3256,3760,2,1,50
405081285505031_,137.3103,35.3172,3884,11,5,54.54545455
405081285505035_,137.3231,35.3319,3693,25,18,28
405081285511070_,136.8747,35.1992,3636,16,6,62.5
405091285502090_,136.6878,35.3619,2320,3,0,100
405091285502120_,136.6711,35.2967,6337,11,1,90.90909091
405091285502200_,136.615,35.2561,1982,33,2,93.93939394
405091285502850_,136.7569,35.3614,6346,1,0,100
405091285515010_,136.6797,35.2261,2328,1,0,100
405091285515070_,136.63,35.1867,2135,4,0,100
405091285515090_,136.7103,35.0267,163,1,1,0
405091285515110_,136.6742,35.2711,2566,4,1,75
405091285515170_,136.7131,35.0603,168,1,1,0
405111285514021_,136.5131,34.6467,2381,7,1,85.71428571
405131285514021_,136.6856,34.4892,2345,12,2,83.33333333
406021286614020_,135.6889,34.3469,2442,17,0,100
406021286614090_,135.3106,34.2514,1771,26,17,34.61538462
406021286614111_,135.1956,34.2542,3586,94,17,81.91489362
406031286607040_,135.6839,34.5844,3756,45,4,91.11111111
406031286607060_,135.6169,34.5819,6789,29,5,82.75862069
406031286607070_,135.5019,34.5858,73,8,3,62.5
406041286603170_,136.2225,35.2672,3681,7,2,71.42857143
406041286603270_,135.9419,35.1192,6887,12,6,50
406041286603390_,135.9136,35.0331,1357,9,8,11.11111111
406041286603430_,135.8603,35.0139,4214,2,0,100
406041286603450_,135.9214,35.0108,417,49,10,79.59183673
406041286603500_,136.2319,35.4011,1004,39,2,94.87179487
406041286603520_,135.9931,35.1019,19,3,1,66.66666667
406041286606050_,135.6994,34.8911,5758,41,12,70.73170732
406041286606060_,135.6317,34.8125,6084,84,7,91.66666667
406041286606190_,135.6994,34.8897,1171,52,34,34.61538462
406041286606240_,135.7167,34.9075,5669,20,3,85
406041286608010_,135.415,34.855,6982,20,6,70
406041286608040_,135.4233,34.7989,6930,166,18,89.15662651
406041286618020_,135.8467,34.8789,1087,1,0,100
406041286618030_,135.8281,34.88,2415,26,5,80.76923077
406051286611030_,134.9728,34.9653,5776,160,44,72.5
406051286611060_,134.8994,34.7975,5698,226,92,59.2920354
406061286611050_,134.5631,34.8014,3414,62,20,67.74193548
406071286601060_,136.1864,36.0878,3924,96,36,62.5
406091286605020_,135.2261,35.3075,1331,17,4,76.47058824
406091286605050_,135.1153,35.3556,6156,79,47,40.50632911
406101286610020_,134.83,35.5436,6263,256,108,57.8125
407041287705100_,133.0533,35.4656,1430,30,19,36.66666667
407051287711030_,132.8342,34.8169,1281,1,0,100
407091287712070_,132.5139,34.4972,923,8,2,75
408011288805002_,132.7272,33.8069,82,49,46,6.12244898
409061289901500_,130.5261,33.33,7076,46,13,71.73913043
1552046,-1.505282,53.77701,291,27,20,25.92592593
1552048,-1.42369,53.75148,298,141,111,21.27659574
1584376,-1.13211,53.99151,647,84,68,19.04761905
29033,-1.655021,54.38959,505,17,14,17.64705882
29040,-0.9290913,53.81909,478,43,40,6.976744186
29041,-1.192203,53.72318,811,90,54,40
29043,-0.7950109,53.14185,830,62,52,16.12903226
29044,-1.381586,53.727,790,83,21,74.69879518
Caversham,-0.976395,51.465551,659,4,2,50
Fowey_Restormel,-4.6788,50.4309,1474,12,10,16.66666667
FP01,-1.645012,50.917653,1211,559,466,16.63685152
FP02,-2.225391,50.68963,582,36,34,5.555555556
FP06,-2.316285,50.78564,633,483,482,0.207039337
FP11,-2.189257,50.68115,879,268,267,0.373134328
FP12,-2.414234,50.71317,665,61,58,4.918032787
FP15,-2.582322,50.79024,660,78,78,0
FP21,-2.124167,50.68799,630,324,323,0.308641975
FP22,-2.254687,50.74038,989,266,233,12.40601504
FP23,-2.400529,50.76695,667,268,261,2.611940299
FP26,-2.523172,50.79749,1089,368,320,13.04347826
FP31,-2.576124,50.77655,646,16,15,6.25
PL09,-1.440655,51.46858,608,350,347,0.857142857
PL15,-1.325613,51.41088,1345,138,128,7.246376812
PL17,-1.205849,51.43531,1352,432,376,12.96296296
PL18,-1.227842,51.45344,1379,528,454,14.01515152
PL19,-1.085784,51.46838,1450,341,294,13.7829912
PL20,-1.157162,51.44261,1184,224,191,14.73214286
Stour_Wixoe,0.4997,52.0571,2932,16,10,37.5
TE03,-2.457871,52.90345,300,51,51,0
TE05,-2.554205,52.87967,279,91,88,3.296703297
TE09,-2.522106,52.8052,425,166,163,1.807228916
TE16,-2.437456,52.94308,422,95,93,2.105263158
TE20,-2.544244,52.79611,471,78,76,2.564102564
TE22,-2.554205,52.87967,959,96,73,23.95833333
Thames_Taplow,-0.698,51.5366,2332,7,1,85.71428571
Trout Beck_ Calgaith,-2.92045,54.3955,2332,7,1,85.71428571
2098,120.273091,40.363954,537,6,2,66.66666667
2100,120.418512,30.84969,778,1,1,0
2102,122.1876454,41.1889225,668,37,20,45.94594595
2106,114.352698,30.388179,695,44,18,59.09090909
2107,113.753602,34.765515,703,57,18,68.42105263
2108,120.554155,30.402384,800,64,20,68.75
2111,126.308376,43.628448,728,1,0,100
2113,109.614806,27.094325,718,1,1,0
2114,108.989429,34.889459,662,6,3,50
2118,126.752056,45.787555,560,30,17,43.33333333
2121,133.281365,45.552395,591,32,21,34.375
2123,119.021234,31.620979,413,1,1,0
2124,114.680083,33.626572,745,38,10,73.68421053
2125,104.253525,23.366544,531,4,0,100
2126,121.813325,41.149403,636,15,3,80
2127,126.504213,45.90503,584,44,39,11.36363636
2129,114.196677,33.686867,758,5,4,20
2131,110.375224,20.009525,722,1,1,0
2134,108.187798,34.183074,646,1,1,0
2135,119.156486,35.909376,786,6,0,100
2136,110.896829,38.507579,601,1,0,100
2138,106.741756,28.944771,790,3,2,33.33333333
2142,119.631456,39.918966,705,3,1,66.66666667
2144,120.98351,41.879991,720,5,3,40
2145,100.124072,25.958516,660,66,12,81.81818182
2146,133.853376,46.934667,555,3,2,33.33333333
2148,102.269485,27.840777,653,4,0,100
2149,117.270311,31.50139,224,1,0,100
2151,116.117321,36.276864,678,5,2,60
2159,110.050793,34.749162,472,20,6,70
2164,118.912242,35.004221,153,11,5,54.54545455
2165,117.93156,24.360423,630,172,58,66.27906977
2171,116.471647,34.177411,690,151,20,86.75496689
2172,121.325079,30.000985,658,4,0,100
2173,111.357444,27.878331,693,25,11,56
2177,115.953353,33.352881,686,2,1,50
2179,120.977622,31.87893,61,1,0,100
2180,113.98047,31.391125,634,1,0,100
2181,122.829592,45.618322,533,20,12,40
2182,105.359266,28.950873,438,1,0,100
2183,117.284922,31.861184,735,67,60,10.44776119
2184,117.027314,34.879613,730,25,1,96
2185,116.84332,35.538668,743,43,5,88.37209302
2187,116.364039,24.067389,730,90,12,86.66666667
2188,120.393063,33.731002,753,143,83,41.95804196
2189,115.909228,28.675696,674,8,5,37.5
2190,117.303815,29.637542,761,9,4,55.55555556
2192,116.25461,34.068636,749,51,12,76.47058824
2193,115.392074,32.262114,655,1,0,100
2194,120.135191,30.280827,496,8,2,75
2195,109.493289,30.246073,679,2,2,0
2196,121.798307,31.579754,766,22,6,72.72727273
2198,121.785769,31.193231,663,7,3,57.14285714
2199,121.194699,31.801399,601,50,11,78
2200,121.754522,31.013867,705,84,56,33.33333333
2201,121.6762,31.535298,736,20,8,60
2202,121.745275,31.362887,753,32,13,59.375
2203,121.041476,31.023111,703,6,0,100
2204,120.9170361,31.1155091,675,26,7,73.07692308
2205,121.12989,31.005464,755,60,41,31.66666667
2206,121.204222,30.949895,626,97,49,49.48453608
2208,121.423992,31.40073,683,45,26,42.22222222
2209,121.541336,30.872458,684,46,30,34.7826087
2210,121.312408,30.96988,604,35,26,25.71428571
2211,121.225288,31.276424,667,53,23,56.60377358
2212,102.691559,24.951581,611,61,43,29.50819672
2215,104.778803,23.001322,603,6,0,100
2222,106.7539556,39.5163998,199,1,1,0
2228,106.948099,40.966814,743,3,2,33.33333333
2231,115.520692,39.93045,685,81,23,71.60493827
2245,117.18897,39.1393072,619,94,63,32.9787234
2246,117.424182,38.871337,727,12,5,58.33333333
2252,115.4699245,33.4957895,662,78,18,76.92307692
2253,116.5802321,33.8752478,199,25,6,76
2256,115.3390767,33.2640607,779,60,37,38.33333333
2257,116.9074973,32.6439828,300,12,7,41.66666667
2258,117.2710932,32.9527884,782,76,42,44.73684211
2259,116.855937,33.814464,49,8,3,62.5
2262,117.811618,31.647649,130,7,2,71.42857143
2263,119.0894,32.724409,41,12,10,16.66666667
2264,118.229582,35.071916,770,106,68,35.8490566
2266,118.730288,37.280543,680,76,13,82.89473684
2267,116.619434,35.337055,648,45,8,82.22222222
2268,118.4786666,34.7022325,115,1,0,100
2269,118.1425578,34.5999124,172,10,1,90
2270,115.517942,35.651181,711,25,12,52
2272,119.639585,35.80937,608,4,0,100
2273,116.513133,35.225111,610,56,11,80.35714286
2274,120.524975,36.35474,635,21,5,76.19047619
2275,117.686232,38.010543,769,16,1,93.75
2276,118.126414,37.701315,669,9,2,77.77777778
2277,117.792787,38.063661,744,51,19,62.74509804
2278,116.765526,35.346292,761,42,5,88.0952381
2279,118.793639,36.868794,781,11,4,63.63636364
2280,118.195764,34.507991,736,1,0,100
2281,116.042865,34.862105,656,15,2,86.66666667
2282,116.008235,35.431478,762,5,2,60
2283,119.395341,36.937298,696,7,1,85.71428571
2285,116.951152,35.03919,625,11,1,90.90909091
2286,117.327253,37.620396,711,8,0,100
2287,118.854524,37.255764,759,145,99,31.72413793
2288,116.27445,37.44649,702,32,7,78.125
2290,115.556362,34.638468,773,38,23,39.47368421
2291,116.233597,37.025299,630,14,3,78.57142857
2292,115.88739,35.373248,796,89,35,60.6741573
2293,117.020359,36.66853,818,39,9,76.92307692
2294,118.065234,37.10119,791,31,19,38.70967742
2296,118.537078,36.508114,716,18,5,72.22222222
2297,120.471352,37.075474,661,1,0,100
2299,113.267097,22.888331,752,3,0,100
2302,112.309585,24.858987,775,189,92,51.32275132
2303,117.003995,23.665131,789,18,9,50
2304,115.832299,22.979087,751,4,1,75
2306,112.720441,22.238874,759,20,4,80
2308,114.92215,22.800286,766,4,1,75
2309,116.554572,23.447464,772,248,126,49.19354839
2311,113.512709,23.064736,778,53,15,71.69811321
2314,113.333231,23.023376,791,5,3,40
2315,113.47333,22.891775,754,59,16,72.88135593
2318,113.199715,23.028025,757,101,42,58.41584158
2319,113.855428,24.347717,661,2,1,50
2324,113.217941,23.711524,304,7,1,85.71428571
2325,111.675334,21.959607,752,85,37,56.47058824
2329,114.4862,23.015018,772,181,125,30.93922652
2330,112.290777,22.992944,743,84,35,58.33333333
2333,112.97655,22.54716,770,27,5,81.48148148
2334,116.887764,23.686789,705,63,41,34.92063492
2340,112.424484,22.997112,795,102,49,51.96078431
2341,113.448344,22.335273,770,216,124,42.59259259
2344,115.497302,24.487936,284,7,3,57.14285714
2345,116.392179,23.572236,799,635,343,45.98425197
2346,109.136571,21.66039,712,6,2,66.66666667
2354,110.390755,23.556576,375,1,0,100
2357,108.884472,24.507607,723,1,0,100
2363,111.174427,23.415838,728,1,1,0
2364,109.516111,23.850452,680,1,1,0
2374,82.814172,46.473199,166,2,1,50
2376,87.819778,47.329765,472,2,0,100
2377,120.225024,34.060052,723,98,49,50
2378,116.916933,34.786621,718,9,6,33.33333333
2379,120.247992,34.087534,708,36,9,75
2380,119.478663,32.331747,714,4,1,75
2382,119.284184,34.475074,710,63,42,33.33333333
2383,119.501679,34.420654,725,89,46,48.31460674
2384,119.803875,31.744229,652,1,0,100
2385,120.126341,33.400235,771,101,42,58.41584158
2386,118.482669,34.605988,688,41,17,58.53658537
2387,120.2997,33.223399,799,118,53,55.08474576
2388,118.763232,32.061707,780,5,1,80
2389,119.182412,34.661703,795,34,3,91.17647059
2390,120.05062,34.305619,736,31,8,74.19354839
2391,120.333295,32.083269,790,118,60,49.15254237
2392,120.34031,33.798763,801,142,82,42.25352113
2393,120.798311,33.051439,772,65,31,52.30769231
2394,117.990686,33.191976,112,1,0,100
2395,118.882275,34.1666,774,33,24,27.27272727
2396,118.1051302,34.6214143,151,1,0,100
2399,120.58843,33.459693,793,135,102,24.44444444
2400,119.550954,32.442549,779,109,50,54.12844037
2401,120.47589,33.617416,672,106,61,42.45283019
2402,119.157303,34.630774,788,78,36,53.84615385
2403,119.171402,34.625156,791,50,31,38
2405,118.804565,34.056805,804,148,82,44.59459459
2406,119.838119,31.503261,770,62,45,27.41935484
2407,119.609473,33.39845,709,21,3,85.71428571
2408,120.602195,31.894245,748,89,51,42.69662921
2409,119.151436,34.67746,753,2,1,50
2411,118.637266,33.282706,115,3,0,100
2412,119.144615,34.954826,780,9,0,100
2414,119.580868,34.211619,745,100,87,13
2415,119.459167,34.668919,773,54,36,33.33333333
2416,119.751725,34.50932,706,52,37,28.84615385
2417,120.701088,33.184199,799,159,67,57.86163522
2418,118.994994,33.626576,787,87,36,58.62068966
2420,119.639617,31.380975,775,64,19,70.3125
2421,117.179892,34.398537,727,58,27,53.44827586
2422,119.367138,34.067903,711,142,70,50.70422535
2424,119.144453,34.786466,711,19,8,57.89473684
2426,120.398111,31.909695,797,46,18,60.86956522
2427,119.241225,32.238702,716,8,4,50
2430,120.043331,33.351703,791,107,59,44.85981308
2431,115.456909,28.720414,674,3,0,100
2435,117.713131,28.296352,652,88,51,42.04545455
2440,117.572119,28.947317,680,30,4,86.66666667
2443,115.909228,28.675696,764,3,2,33.33333333
2445,116.1272585,29.6051759,657,1,0,100
2446,117.151076,28.941453,565,4,1,75
2450,115.5478498,40.3405825,614,10,0,100
2453,114.468664,38.037057,159,2,0,100
2454,115.350472,37.211118,799,40,13,67.5
2456,113.753602,34.765515,661,1,0,100
2458,116.3484945,33.8193013,192,10,6,40
2459,111.460461,33.124041,626,9,3,66.66666667
2461,114.16434,33.68667,768,27,9,66.66666667
2462,115.4910372,33.8792895,739,9,4,55.55555556
2463,113.931199,35.850782,712,1,1,0
2464,120.221154,30.367019,784,26,16,38.46153846
2468,122.215702,29.998926,761,93,44,52.68817204
2469,120.487901,30.742701,701,117,89,23.93162393
2470,119.953649,30.389197,767,47,18,61.70212766
2471,120.948967,30.505958,584,70,20,71.42857143
2472,118.659728,28.769243,659,1,0,100
2473,118.813398,28.687516,763,1,0,100
2474,119.704038,28.322041,719,49,21,57.14285714
2475,121.31823,30.27792,722,79,16,79.74683544
2476,120.897324,29.506424,864,43,24,44.18604651
2478,121.101439,28.212405,751,54,19,64.81481481
2479,120.177691,30.921099,684,27,8,70.37037037
2480,118.545013,28.892731,638,8,0,100
2481,121.121247,30.78938,792,43,33,23.25581395
2482,120.101914,30.963576,865,66,48,27.27272727
2483,120.805238,30.616051,680,57,32,43.85964912
2484,119.833412,28.494492,792,74,45,39.18918919
2485,120.1005112,30.8909035,759,1,0,100
2486,121.543023,28.439517,721,10,3,70
2487,120.894048,30.848742,712,53,33,37.73584906
2489,119.538611,28.401886,695,1,0,100
2490,120.994556,30.724406,697,9,4,55.55555556
2491,120.911908,30.736711,748,1,0,100
2492,120.342285,30.939381,725,37,19,48.64864865
2496,120.313331,29.907382,747,54,39,27.77777778
2497,120.604399,30.030173,800,4,0,100
2498,120.801067,30.003568,678,186,56,69.89247312
2499,120.7095199,30.8849975,647,53,31,41.50943396
2500,120.545629,30.402274,670,59,35,40.6779661
2501,120.914013,30.856484,678,29,18,37.93103448
2502,119.780421,30.82326,848,1,0,100
2503,121.093727,30.047365,790,28,16,42.85714286
2504,121.061852,28.165644,666,44,20,54.54545455
2506,119.815549,29.622386,678,2,1,50
2507,119.973122,30.301193,797,7,3,57.14285714
2509,120.948956,30.505918,680,141,94,33.33333333
2510,119.602925,28.186588,158,1,0,100
2511,121.102536,30.814378,800,113,74,34.51327434
2513,110.717366,19.624334,784,4,1,75
2518,110.416458,19.882588,735,2,0,100
2519,115.159707,30.359787,751,28,19,32.14285714
2520,113.43734,30.775926,469,17,8,52.94117647
2521,115.027978,30.425803,501,2,0,100
2522,112.382843,32.059363,659,38,10,73.68421053
2523,112.866681,30.1823,725,9,6,33.33333333
2524,112.184187,31.664417,702,219,172,21.46118721
2525,113.892022,30.164666,488,147,109,25.85034014
2526,113.109137,30.278016,296,9,6,33.33333333
2527,113.791834,30.264433,723,274,210,23.35766423
2529,115.423717,30.262804,645,4,2,50
2531,114.092344,30.395714,577,15,7,53.33333333
2536,118.623307,26.433311,737,103,59,42.7184466
2542,119.555245,26.205703,351,5,3,40
2554,108.63525,27.017328,514,1,0,100
2555,107.879014,26.768079,583,1,0,100
2556,105.533786,25.282076,383,1,0,100
2559,122.63783,41.251133,543,14,10,28.57142857
2560,123.704185,41.265244,694,7,0,100
2561,120.708427,40.544025,704,1,0,100
2564,124.659946,40.317253,635,1,1,0
2566,122.507547,41.003403,470,4,1,75
2567,123.868182,41.864105,692,52,20,61.53846154
2570,119.485351,40.619733,734,14,0,100
2571,123.5529584,42.2059018,669,5,1,80
2572,120.69456,41.599141,710,2,0,100
2573,120.762881,40.607377,797,1,0,100
2575,122.217647,40.6805983,169,2,0,100
2576,123.42944,41.835441,515,10,1,90
2577,122.753617,41.433116,482,33,15,54.54545455
2580,134.6728087,48.258915,367,1,1,0
2583,126.646118,46.003555,486,8,3,62.5
2584,122.3556112,53.480873,84,10,10,0
2586,121.522058,31.392691,752,84,61,27.38095238
2587,121.571838,30.924535,633,22,20,9.090909091
2588,120.872697,31.032082,157,1,1,0
2589,121.476553,31.241434,737,69,34,50.72463768
2590,102.710002,25.045806,604,1,1,0
2591,102.706839,24.946646,574,309,1,99.6763754
2592,99.151708,27.17941,649,1,0,100
2593,103.108814,24.195343,615,8,0,100
2595,103.264753,26.341758,561,3,0,100
2596,100.904089,27.188602,595,8,5,37.5
2601,100.220307,26.861431,50,28,0,100
2604,100.178267,25.568941,622,5,3,40
2605,102.4234,24.200715,657,38,0,100
2607,102.7676,24.824166,604,225,4,98.22222222
2608,100.221316,25.59304,675,66,41,37.87878788
2609,99.813832,27.795905,457,4,2,50
2613,102.725061,24.924339,637,156,0,100
2614,102.505553,25.220989,672,22,0,100
2616,99.676621,23.262287,639,1,0,100
2617,103.233232,25.337579,612,107,22,79.43925234
2618,103.971257,28.598761,713,5,0,100
2624,103.505731,26.743353,694,12,0,100
2626,102.654327,24.992944,190,29,9,68.96551724
2630,102.75097,24.111735,657,1,1,0
2632,102.446686,24.155922,635,122,4,96.72131148
2634,100.620865,26.943372,640,266,17,93.60902256
2636,100.238235,25.717534,195,2,0,100
2642,102.748474,25.041489,644,29,0,100
2643,102.47833,25.211904,589,1,0,100
2645,103.436917,24.448543,629,21,0,100
2646,100.219753,26.890883,666,14,2,85.71428571
2647,101.999503,24.85047,614,1,1,0
2648,102.682976,25.019045,678,58,47,18.96551724
2649,98.233033,24.666808,584,14,0,100
2650,103.920583,25.771733,646,1,0,100
2651,100.188942,26.588653,697,11,0,100
2652,104.487444,23.255495,639,36,9,75
2653,103.344087,23.018383,634,21,8,61.9047619
2655,102.678433,25.029147,652,92,2,97.82608696
2658,106.15664,23.900462,639,43,37,13.95348837
2660,99.035696,27.559972,514,8,3,62.5
2661,102.477035,24.876459,678,35,0,100
2665,98.518682,24.396192,671,3,0,100
2669,103.134416,25.090788,647,29,3,89.65517241
2670,100.061806,26.93877,624,6,0,100
2673,111.664859,40.819102,198,2,0,100
2681,116.526519,39.673915,714,21,10,52.38095238
2685,116.425261,39.834406,787,16,4,75
2687,116.903395,39.735711,606,61,2,96.72131148
2688,116.44061,39.899404,352,1,0,100
2689,116.592811,40.309662,791,1,1,0
2690,116.618333,39.907408,796,18,3,83.33333333
2691,116.03895,39.7572,828,23,11,52.17391304
2692,116.349049,40.026901,776,99,24,75.75757576
2693,116.32528,39.941767,700,5,1,80
2694,116.305631,40.412399,714,89,64,28.08988764
2695,116.574886,39.654948,796,107,23,78.5046729
2696,116.365688,39.977668,785,51,0,100
2697,115.959848,40.430962,775,1,0,100
2698,116.298616,40.094418,782,3,0,100
2699,116.39537,39.956847,821,6,2,66.66666667
2701,125.941497,41.722564,754,2,0,100
2702,123.168748,44.682265,647,6,0,100
2704,125.944944,44.598827,591,5,2,60
2705,125.680294,44.758751,642,40,21,47.5
2707,124.374963,43.252547,563,14,8,42.85714286
2709,126.657307,43.667467,324,2,0,100
2713,125.902096,43.804344,695,1,0,100
2714,126.363826,44.42767,305,2,0,100
2716,124.033104,45.704479,597,9,4,55.55555556
2717,125.288981,43.342228,764,2,0,100
2722,126.530466,44.835289,755,9,4,55.55555556
2723,126.137606,41.470043,692,19,8,57.89473684
2724,127.333863,41.997573,804,1,0,100
2726,126.56626,43.829095,314,2,1,50
2727,125.32599,43.896536,731,80,40,50
2728,126.741232,44.348903,688,1,1,0
2734,125.886685,43.651058,764,2,0,100
2736,104.394305,30.913256,794,1,0,100
2738,106.016657,31.938295,675,1,0,100
2741,105.649307,29.106833,672,2,0,100
2742,105.739457,32.386776,626,1,1,0
2743,105.617896,28.46181,789,1,0,100
2744,102.864996,31.09342,527,20,15,25
2745,101.077814,30.057141,300,12,8,33.33333333
2747,104.035727,30.499615,822,2,0,100
2750,102.423009,31.141915,707,38,2,94.73684211
2753,103.960365,30.899389,677,9,6,33.33333333
2756,102.131198,27.965618,662,21,17,19.04761905
2757,104.003892,30.45568,742,20,11,45
2760,104.075931,30.651651,667,1,1,0
2761,104.400543,31.31484,769,4,2,50
2766,103.869644,30.381788,681,1,1,0
2768,102.251128,27.888273,625,21,4,80.95238095
2770,104.896536,31.376229,803,4,0,100
2772,107.62806,31.676821,658,3,1,66.66666667
2780,103.74717,29.504172,801,1,1,0
2783,105.271433,31.286621,685,1,1,0
2786,105.401685,28.887274,816,4,0,100
2789,104.95491,28.898659,321,1,1,0
2791,106.619841,31.028382,735,44,18,59.09090909
2793,104.636796,29.891922,593,2,0,100
2794,106.862146,31.040764,609,1,0,100
2795,105.190887,31.065617,773,1,1,0
2799,104.372125,31.535904,596,11,2,81.81818182
2801,103.827306,29.401596,611,6,1,83.33333333
2803,105.781436,32.389563,667,9,5,44.44444444
2805,105.415702,32.189997,676,3,3,0
2806,104.859137,31.018642,759,9,3,66.66666667
2807,105.511944,30.558761,753,7,2,71.42857143
2808,105.340003,30.321626,702,60,44,26.66666667
2817,101.5065686,26.5972815,748,1,0,100
2819,117.613633,40.030984,824,28,6,78.57142857
2820,117.498843,40.040942,431,8,3,62.5
2821,117.160843,39.150547,812,126,54,57.14285714
2822,117.565847,38.763512,619,16,3,81.25
2823,117.178687,39.177685,847,65,35,46.15384615
2824,117.083436,38.680679,22,4,4,0
2825,114.295174,38.075104,457,17,8,52.94117647
2826,117.656499,39.057732,681,137,88,35.76642336
2827,117.172691,39.162712,797,57,24,57.89473684
2828,117.364817,39.399788,796,11,2,81.81818182
2830,117.444056,40.037261,790,2,0,100
2831,117.311264,38.575858,692,38,9,76.31578947
2832,117.236295,39.099467,796,54,14,74.07407407
2833,117.345251,39.047531,755,63,28,55.55555556
2834,117.401466,39.880008,818,41,15,63.41463415
2835,117.107112,38.689473,801,51,28,45.09803922
2836,117.719872,38.987431,688,42,8,80.95238095
2837,117.200983,39.084158,676,57,22,61.40350877
2838,117.975537,40.135123,790,2,0,100
2840,106.67004,38.813644,565,2,0,100
2843,106.8165,35.834736,531,6,0,100
2844,105.563539,37.481685,408,1,0,100
2845,106.29814,38.44729,612,3,1,66.66666667
2850,117.258837,31.502262,793,82,50,39.02439024
2851,118.686325,30.758719,796,81,45,44.44444444
2852,117.87603,31.577988,799,34,11,67.64705882
2853,117.499594,31.95972,767,29,2,93.10344828
2855,116.943445,33.51521,659,39,9,76.92307692
2856,116.914531,30.20963,604,5,1,80
2857,116.429457,32.388833,677,4,1,75
2859,118.417907,32.199777,790,18,6,66.66666667
2861,117.879486,33.127823,685,5,2,60
2862,116.764262,32.605506,660,29,10,65.51724138
2864,117.078305,30.584347,800,38,21,44.73684211
2865,117.804218,33.262629,681,220,171,22.27272727
2866,117.280926,33.85356,668,148,63,57.43243243
2867,116.19039,33.138513,689,55,19,65.45454545
2868,118.952277,31.016411,651,1,0,100
2869,116.91384,31.410873,684,17,4,76.47058824
2870,116.618304,30.128011,665,22,10,54.54545455
2872,118.355088,31.76996,796,68,41,39.70588235
2873,117.284922,31.861184,653,51,24,52.94117647
2875,116.90207,31.095417,666,1,1,0
2876,116.34803,30.024119,819,47,25,46.80851064
2877,116.498832,32.373979,671,6,2,66.66666667
2878,119.026529,32.704886,803,78,45,42.30769231
2880,118.479184,31.549437,749,1,0,100
2882,117.8850083,33.4530255,225,9,3,66.66666667
2883,116.426383,33.34421,823,69,39,43.47826087
2884,116.273076,32.350232,668,87,50,42.52873563
2885,115.791037,33.840665,695,91,42,53.84615385
2886,117.439766,31.15702,756,71,49,30.98591549
2888,118.492964,31.484455,816,3,3,0
2889,118.319357,31.714434,765,76,31,59.21052632
2890,116.220503,32.271894,791,1,0,100
2891,117.103527,32.775789,686,18,12,33.33333333
2893,117.087304,31.98873,763,3,0,100
2894,118.504612,29.961077,643,8,0,100
2895,117.471625,31.683019,801,206,137,33.49514563
2896,117.410646,30.771958,802,110,48,56.36363636
2897,117.754946,31.769141,800,31,12,61.29032258
2899,116.669977,30.27099,635,6,1,83.33333333
2900,117.2443,31.618256,339,9,2,77.77777778
2901,114.273591,30.593188,766,14,4,71.42857143
2902,117.096014,31.332876,661,7,2,71.42857143
2903,118.98031,30.691628,791,1,1,0
2904,116.521698,32.502665,796,48,24,50
2905,118.794129,31.18298,664,8,5,37.5
2906,119.936981,30.991272,210,1,0,100
2907,118.312937,29.690279,730,1,0,100
2908,118.245551,30.459931,702,19,4,78.94736842
2909,116.048247,33.637904,685,15,5,66.66666667
2910,118.315567,32.288364,657,135,74,45.18518519
2911,115.637255,33.540418,692,167,101,39.52095808
2912,119.031442,31.08593,818,1,1,0
2913,116.5909,32.570486,796,16,3,81.25
2914,117.858773,31.645018,765,5,1,80
2915,118.293416,29.699942,649,1,0,100
2916,116.887689,32.407674,814,2,0,100
2917,116.001576,38.879326,669,43,14,67.44186047
2918,117.0053119,30.4956203,605,7,0,100
2919,117.000948,30.509513,647,5,2,60
2920,116.807275,32.059642,638,88,49,44.31818182
2921,116.915776,32.641579,672,8,4,50
2922,116.979217,33.753156,663,75,32,57.33333333
2924,118.366667,29.763863,584,61,0,100
2925,117.154467,31.785615,183,30,9,70
2926,117.215577,33.483853,690,13,2,84.61538462
2928,118.012738,31.130526,798,7,2,71.42857143
2929,117.091176,30.832508,806,2,1,50
2930,117.316955,33.316899,812,105,74,29.52380952
2932,116.621515,32.045256,766,2,0,100
2933,116.067254,33.219622,662,75,34,54.66666667
2934,118.288408,31.229151,326,4,1,75
